task_name,task_idx,hf_path,hf_name,split,sample_idx,hf_source_idx,label_raw,label_offset,label_global,num_classes,class_label,input_type,text
imdb,3,stanfordnlp/imdb,,train,1795,10937,0,9,9,2,neg,single,"If I had known this movie was filmed in the exasperating and quease-inducing Dogme 95 style, I would never have rented it. Nevertheless, I took a dramamine for the seasickness and gave it a shot. I lasted a very, very, very long forty minutes before giving up. It's just boring, pretentious twaddle. The last French movie I saw was ""Romance"" and it too was pretty dismal, but at least the camera was steady and not breathing down the necks of the characters all the time. I am baffled at the continuing popularity of Dogme 95 overseas -- it'll catch on in America about the same time as the next big outbreak of leprosy. (It's called Dogme 95 because that's the average number of times the actors are poked in the eye by the camera.)"
imdb,3,stanfordnlp/imdb,,train,1796,20820,1,9,10,2,pos,single,"In all truth, this really isn't a ""movie"" so much as an extended final episode; by this I mean that, had you NOT followed the TV series (Homicide: Life On The Street) I suspect that you would have a hard time following this made-for-tv movie. Having said that, ""Homicide: The Movie"" is still a great watch. I think it says a lot about a television production that EVERY single cast member would return, many after years of absence, to once again portray their characters and bring closure to an incredible program. The movie brings out that sense of ""family"", not only amongst the characters, but amongst the actors, as well. It's all very bitter-sweet knowing that this will be the LAST time we will see them all together again under the title of HOMICIDE. Story-wise, I found this film somewhat lacking. Giardello's mayoral candidacy seems particularly contrived, and I felt his shooting could've been dealt with within the parameters of his regular position, as Leiutenant. Also, Det. Bayliss's extreme plot twist, which was left hanging at series end, is finally resolved, but I, for one, NEVER felt that it needed to be; I enjoyed being left with a mystery (let us recall that the very first episode's first case also went unsolved for the entire series run!). As a DEVOTED fan of the TV series I can love this movie, and the fact that it even got made after H:LOTS had been canceled, but I would not recommend it to anyone who hasn't had the slightest exposure to the series. Now, if they'd just release it on DVD..."
imdb,3,stanfordnlp/imdb,,train,1797,1807,0,9,9,2,neg,single,"===minor spoilers=== I am, like many others, a huge Jerry Bruckheimer fan. So when I saw all the beautiful posters hanging out front, and the trailer coming by before MI:2, expectations were rising. A Jerry Bruckheimer production. Big cars. Nic Cage and fresh from an Oscar- Angelina Jolie. What can possibly go wrong? A lot. The script is neither funny (which it tries really hard to be) nor exciting. You put in a black person who is constantly making racist jokes about himself and Wooh-haa!! you've got comedy? I don't think so. Excitement is totally out of the picture. First of all (and this is probably said many times) there are no sympathetic characters so who cares who gets killed? IF you can stomach the premise that a psycho is gonna kill Nic's brother unless he steals 50 cars in 4 days, next thing you know is that Kip (the brother) is walking with Nic in the streets again. Is this excitement? Think not. Then comes the best bit- the romance between Nic and Angelina. She actually looks bored having to utter all these stupid lines to Nic. 'Do you have a girlfriend?' 'Are you seeing anybody?' 'What went wrong?' etc. Then there's only one sparkle of hope left: the car chases. They're disappointing to say the least, because the trailer made it look like it was full of them, and there's only one. A very long one, caught in irritatingly hectic camera movement. I really had trouble following the action. So is it an action movie? a thriller? a romantic comedy? - there's no need to decide, just avoid this horrible mess. I'll give 3 out of 10 stars, and I feel like I'm being generous."
imdb,3,stanfordnlp/imdb,,train,1798,15537,1,9,10,2,pos,single,"BASEketball is one of the funniest movies I have ever seen. It is an off-the-wall movie starring South park creators Matt Stone and Trey Parker.They play two slacker friends who create a sport in their driveway which goes on to become a national sensation. Most of the gags are indeed hilarious but the funniest parts of the movie is when players attempt to ""psyche-out"" other members of the opposing team. There is no rule about what is not allowed, so naturally they do the craziest things possible. One flaw of this movie is that the pace is way too fast, and after watching for about half an hour I found myself asking ""Wow this this over already?"" Another hilarious part of the movie was how Joe and Doug continuously harass Squeak, who is a hyped-up little guy. BASEketball is a comedic classic with some very quotable lines, and it is very fun to watch!"
imdb,3,stanfordnlp/imdb,,train,1799,11284,0,9,9,2,neg,single,"The ""documentary"", and we use that term loosely apparently, summarizes that Muslims are trying to violently take over the world. Then states that any Muslim that doesn't admit this is either ignorant of their own faith or lying to your face! Also every person that is interviewed in the film has found a market for their ludicrous take on reality by selling claptrap to conservatives willing to let others do the thinking for them. What the West NEEDS to know is this is nothing more than propaganda aimed at mental midgets. If you are looking for an actual documentary on Islam and the current state of the Middle-East I would look elsewhere. Try something that provides multiple points of view from qualified sources."
imdb,3,stanfordnlp/imdb,,train,1800,925,0,9,9,2,neg,single,"This movie sucked plain and simple. Okay so it's basically about a girl that gets raped, and to get revenge she gets another guy to rape the rapist. The rapist is a douche, but the girl victim is partly to blame. I mean they both get in the mood and start kissing and stuff, but when the rapist tries to have sex with her, she doesn't allow it so the rapist rapes her. And the thing is the rape scene for the girl is very short and it doesn't really expose or show anything, but when it comes to the rapist getting raped, it's a pretty long rape scene. There is basically nothing in the story that is worth watching. 3.2/10"
imdb,3,stanfordnlp/imdb,,train,1801,11665,0,9,9,2,neg,single,"I saw this movie with low expectations and was not disappointed. Its so bad that it is actually funny in a very cringe worthy way. Gael is absolutely terrible, I mean he just cannot act, period. He should give up now, as acting is clearly not his thing.. His co-stars are about the same caliber, i'm sure my 5 year old cousin could do a better job than all of them! The director should be ashamed to have put his name on something so ridiculous.. Somehow I don't think an Oscar is on the cards for this guy. I have never written a comment on IMDb, but this movie was so bad I felt compelled to do so. If you get the chance to see this film, don't 0/10 if there was a 0"
imdb,3,stanfordnlp/imdb,,train,1802,22428,1,9,10,2,pos,single,"Rosalind Russell executes a power-house performance as Rosie Lord, a very wealthy woman with greedy heirs. With an Auntie Mame-type character, this actress can never go wrong. Her very-real terror at being in an insane assylum is a wonderful piece of acting. Everyone should watch this."
imdb,3,stanfordnlp/imdb,,train,1803,12224,0,9,9,2,neg,single,"I remember when this piece of trash came out, all the newspapers were squawking about how it had taken Barbra Streisand years to get the film made. Well it couldn't have taken that many years; the play only opened in 1975, eight years previously. It made a Broadway star of the great actress Tovah Feldshuh, who probably should have been cast in the film, but NOOOOO...the Great STAR BARBRA HAD TO DO IT HER WAY. AND WITH MUSIC NO LESS! This film is a total disaster from start to finish. For one thing, Barbra was FORTY YEARS OLD when she made it and she looked every minute of it. There was no way anyone could possibly swallow her as a young girl yearning to study Torah. And then when she dresses up as a boy it gets campy. I get the impression that Streisand could not bear to be unattractive so she played around with the make-up; she is prettier as a boy than she is as a girl. And as if that is not bad enough, she gets involved with both her schoolmate Avigdor (Mandy Patinkin, whose best moment is the shot of his naked rear end) AND his fiancée (Amy Irving, who does her usual sleepwalker routine, a bit of schtick the poor woman always resorts to when the director ignores her and she does not know what she is doing). Yentl even goes so far as to marry the girl; I won't even bother to mention the ""wedding night"" scene. Then there is the music. Nine totally forgettable songs, all sung by Streisand via voice-over (presumably as a look inside her mind), and each one as intrusive and irritating as fingernails on a blackboard. I won't say that Streisand does not show a glimmer of promise as a director here; some of the visuals are lovely (Patinkin's backside especially), and she has a good eye for balance. The problem with this movie is that she won't get out of her own way. I did not believe her for one second in the title role; she should NEVER have added the songs, and on top of that the whole mess goes on for two hours and fifteen minutes. I was sick of the whole sorry mess after forty-five minutes. Awful, awful, awful."
imdb,3,stanfordnlp/imdb,,train,1804,13302,1,9,10,2,pos,single,"What can you say when you see a good French movie which tries to draw a suspenseful story in line with the social background of the characters? The major point is we believe in those characters and once they've met each other we want them to stay together. It's simple and really efficient. The background story is less important. Why does the screenplay go on the side of a half-developed thriller? It helps not to get stuck in those social demonstrations most French film-jerkers like to make. Not too much ambition, right: Sur mes lèvres is only an entertaining French film with good characterization. For all the clever noir points in the screenplay the end is by far too easy. It goes quite as easy as in Rear Window (an obvious reference and definitely not a noir film) but with a less compelling context. Where I am amazed it's to see that the character of the probation officer has not been erased. He brings very little to the story; when he appears alone we wonder if we've not missed a part before. Jacques Audiard is not a new-comer yet. Strange and weird."
imdb,3,stanfordnlp/imdb,,train,1805,20817,1,9,10,2,pos,single,"Despite the other comments listed here, this is probably the best Dirty Harry movie made; a film that reflects -- for better or worse -- the country's socio-political feelings during the Reagan glory years of the early '80's. It's also a kickass action movie. Opening with a liberal, female judge overturning a murder case due to lack of tangible evidence and then going straight into the coffee shop encounter with several unfortunate hoodlums (the scene which prompts the famous, ""Go ahead, make my day"" line), ""Sudden Impact"" is one non-stop roller coaster of an action film. The first time you get to catch your breath is when the troublesome Inspector Callahan is sent away to a nearby city to investigate the background of a murdered hood. It gets only better from there with an over-the-top group of grotesque thugs for Callahan to deal with along with a sherriff with a mysterious past. Superb direction and photography and a at-times hilarious script help make this film one of the best of the '80's."
imdb,3,stanfordnlp/imdb,,train,1806,24355,1,9,10,2,pos,single,"Dick Tracy is easily the best comic book based movie made to date. The movie has the same feel as the comic book, staying true to the color scheme. The Batman series has climbed, fallen, climbed and fallen again. Dick Tracy has true staying power as something that both adults and children can enjoy. The good guys triumph over evil, without blood and gore to get the point across. Al Pacino does a wonderful job of his own adaptation of Big Boy Caprice and Madonna is memorable as Breathless. But the best job by far is Warren Beatty who just epitomizes Dick Tracy just as he did with Clyde Barrows. I can't wait until it comes out on DVD on April 2, 2002, my tape is wearing thin."
imdb,3,stanfordnlp/imdb,,train,1807,24545,1,9,10,2,pos,single,"Return to the 36th Chamber is one of those classic Kung-Fu movies which Shaw produces back in the 70s and 80s, whose genre is equivalent to the spaghetti westerns of Hollywood, and the protagonist Gordon Liu, the counterpart to the western's Clint Eastwood. Digitally remastered and a new print made for the Fantastic Film Fest, this is ""Presented in Shaw Scope"", just like the good old days. This film is a simple story of good versus evil, told in 3 acts, which more or less sums up the narrative of martial arts films in that era. Act One sets up the premise. Workers in a dye-mill of a small village are unhappy with their lot, having their wages cut by 20% by incoming manchu gangsters. They can't do much about their exploitation because none of them are martial arts skilled to take on the gangsters, and their boss. At first they had a minor success in getting Liu to impersonate a highly skilled Shaolin monk (one of the best comedy sequences), but their rouse got exposed when they pushed the limit of credibility by impersonating one too many times. Act Two shows the protagonist wanting to get back at the mob. However, without real martial arts, he embarks on a journey to Shaolin Temple, to try and infiltrate and learn martial arts on the sly. After some slapstick moments, he finally gets accepted by the abbot (whom he impersonated!) but is disappointed at the teaching methods - kinda like Mr Miyagi's style in Karate Kid, but instead of painting fences, he gets to erect scaffoldings all around the temple. Nothing can keep a good man down, and he unwittingly builds strength, endurance and learns kung-fu the unorthodox way. Act Three is where the fight fest begins. With cheesy sound effects, each obvious non-contact on film is given the maximum impact treatment. But it is rather refreshing watching the fight scenes here, with its wide angled shots to highlight clarity and detail between the sparring partners, and the use of slow-motion only to showcase stunts in different angles. You may find the speed of fights a tad too slow, with some pause in between moves, but with Yuen Wo Ping and his style being used ad-nausem in Hollywood flicks, they sure don't make fight scenes like they used to! Return to the 36th chamber gets a repeat screening on Monday, so, if you're game for a nostalgic trip down memory lane, what are you waiting for?"
imdb,3,stanfordnlp/imdb,,train,1808,8342,0,9,9,2,neg,single,"Truly a disgusting, vile film, with only a small amount of real humour. The character of the father in particular is vulgar in the extreme (intentionally so, obviously), and portrayed in the most pathetic, seedy manner. My wife and I found this film horribly upsetting, with absolutely no redeeming features at all. Frankly, I wish I had never seen it. I consider this British effort to be a sick and gross embarrassment. Those who enjoyed this film have an ability I totally lack: that of rejoicing in a display of deep depravity and squalor. The producers should be ashamed of themselves."
imdb,3,stanfordnlp/imdb,,train,1809,20376,1,9,10,2,pos,single,"Madhur from CHANDNI BAR started making realistic films, which some people called dry He made SATTA which was another realistic though filmy film but a great film AAN men at work was a formula film by him which flopped He returns with his superlative PAGE 3 A film which dwelves into the lives of journalists and it's a brilliant film The film is well narrated though the half baked romantic portions of Konkana could be avoided but that is forgiven The entire Upendra Limaye track is superb too while the Atul Kulkarni track is great too The dial between Manoj Joshi and his friends are funny at first but repetitive at times The subplot of Bikram- Tara is brilliant and so is the entire hospital scene and also the final child abuse which shocks you The film has a open ended ending which is nicely handled Madhur does a great job Music is okay Konkana excels as Madhavi, using her expressions to the best Tara Sharma is decent except her voice Sandhya Mridul is good as usual Upendra Limaye excels in his part as the cop, one of the talented actors Sadly he isn't used well nowdays Atul Kulkarni too is good in his small part Boman Irani is restrained and does a great job rest are okay"
imdb,3,stanfordnlp/imdb,,train,1810,4340,0,9,9,2,neg,single,"I just finished watching this movie. I was very excited since I'm a big fan of Punk Rock, Horror films and Spoofs. I was very surprised at what I saw. I knew it was low budget, but I wasn't expecting it to be taped with a video camera. It opens with a good song and a great, very underrated band, The Horrorpops, reforming their song, Where They Wander, and promptly getting killed in various gruesome ways. It's a great opening. But the problem is the fact that, up until the end, this was really all that the movie was. A live performance, A death. Another live performance, A death. It gets old. And there is a gross(literally) overuse of intestines in the death scenes. Why doesn't the killer use other body parts, like legs, or eyeballs, or brains? Don't get me wrong, this movie has some parts that are awesome. Like the hardcore French band, known simply as BERET, the prospect of a band named Atticus, the scene containing a performance by members of the The Used and Simple Plan playing together, since neither bands had enough members to play their show, and Bowling For Soup's Overweight-and-proud-of-it guitarist getting killed in a truly hilarious manner, that I will save for the future watchers of this movie. But the big problem I have with this movie is the at first comical, but after a while, terrible lack of acting talent in a lot of the ""actors"". Especially Warped Tour creator, Kevin Lyman. He tries very hard, but I suspect that he didn't want to make the film, but was contractually obligated or something. In addition to that, the sound quality is terrible and there are no subtitles on the DVD. The Movie's resolving plot is very hazy and very random. something about a magic sword and Lloyd Kaufman as the devil. Bottom line, this movie has a lot of good qualities, but not enough to be anywhere near a decent Horror, Music, or Comedy film. Although I have to credit it with turning me onto a few bands that I would never have listened to, otherwise. Such as Tsunami Bomb, and the Phenomonauts(an insane, Psychobilly band). I recommend that you rent this movie, watch the first 10 or 20 minutes, if you like it, watch the next 20 or 30, if you still like it, then watch on. If not, just go to the special features and watch all the music videos and live performances. They rock! Long live Punk Rock and Horror!"
imdb,3,stanfordnlp/imdb,,train,1811,17016,1,9,10,2,pos,single,"The most important thing about this movie is the brilliant performance by Daniel Day-Lewis and Hugh O'Conor as Christy Brown, guineas artist and fighter who despite of her physical condition overcame all the odds. As a person who did work with patients with cerebral palsy, I can assure you that their performance were shockingly convincing. The enormous support that Christy got form his family, low-income, working class Dubliners, encouraged him to do the impossible and this picture depicted this support brilliantly have not read the book, but the dialogs were written wisely to capture Christy Brown's witty arrogant personality. I do recommend this movie to everyone, especially to classic movie-lovers."
imdb,3,stanfordnlp/imdb,,train,1812,16833,1,9,10,2,pos,single,"I read the book and saw the movie. Both excellent. The movie is diamond among coals during this era. Liebman and Selby dominate the screen and communicate the intensity of their characters without flaw. This film should have made them stars. Shame on the studio for not putting everything they had behind this film. It could have easily been a franchise. Release on DVD is a must and a worthy remake would revive this film. Look for it in your TV guide and if you see it listed, no matter how late, watch it. You won't be disappointed. Do yourself another favor - read the book (same title). It'll blow you away. Times have changed dramatically since those days, or at least we like to think they have."
imdb,3,stanfordnlp/imdb,,train,1813,16877,1,9,10,2,pos,single,"Virgil Manoven is an old man who lives alone in his remote rural farmhouse.Chasing his beloved cat one morning into the woods around his property,Manoven glimpses what looks like the murder of a young child in the middle of the woods.He reports the crime to the police but there's no body to be found.Troubled by disturbing visions,he investigates further and eventually is guided to a spooky orphanage where events take a supernatural turn ""Soft for Digging"" is a fantastic experimental horror with lots of creepy atmosphere to spare.This minimalist film is almost completely devoid of dialogue.Some scenes are genuinely nightmarish and the acting is excellent.The location sets provide plenty of creepiness:the eerie Maryland woods rival those used in ""The Blair Witch Projcect"".Give this strange horror film a chance.9 out of 10."
imdb,3,stanfordnlp/imdb,,train,1814,23457,1,9,10,2,pos,single,"""In the world of old-school kung fu movies, where revenge pictures came a dime a dozen, it took a lot for a film to stand out -- and even more to make it a fan favorite after all these years. What is arguably Chang Cheh's finest movie continues to hold influence over the Hong Kong movie industry, from the themes of loyalty, brotherhood and revenge as explored by John Woo (who got his start in the HK movie industry working for Chang) during the heyday of heroic bloodshed during the late 1980's, to more modern movies like A Man Called Hero, which sports a character in a costume inspired by this film. The influence has also carried into other areas as well, from music such as the Wu-Tang Clan, TV commercials for Sprite and video games such as ""Mortal Kombat."" So what makes this movie so special? The plot -- on the surface -- is pretty simple. It deals with members of a rogue group known as the ""Poison Clan"" who are searching for a treasure hidden by their sifu. All of the members of the clan have extraordinary kung fu abilities, denoted by their animal styles, or ""venoms"" (the lizard can climb walls, the scorpion has a deadly strike, etc.). The twist is that since the clan always wears masks, not all of them known who the others are. Thus a simple plot becomes almost a suspense thriller. We're not talking The Usual Suspects here, but it's far above many other kung fu movies of the time. Supposedly, Golden Harvest was not too happy with Chang's script -- like most of his movies, they felt it was too dark and violent -- and they actually wanted him to add broad comic relief to it. Thankfully, Chang stuck to his guns and stayed with his original script, which has since has become revered as one of the best for the films of its time, if not ever, completing an almost perfect dramatic arc and providing the perfect backbone for the extraordinary action sequences. But what really solidifies the movie are the venoms themselves. Chang Cheh hit upon a magical formula with the cast -- not only did he gain talented martial artists (whose moves, competed without the aid of wires or other special effects, put most modern martial artists to shame) but great actors as well. The formula proved so popular that Chang usually had one or more of the venoms in his later movies. Getting back to matters at hand, in most old-school movies, the actors seem to playing out cardboard cutouts, but here the actors actually create characters. It seems that everyone has a favorite venom (mine is Philip Kwok -- best known to many as Mad Dog from Hard-Boiled -- as Lizard) and it is this personal connection to the characters that The Five Deadly Venoms generates which makes it a true classic of the genre. Even if you're normally not a fan of old-school movies, you need to check The Five Deadly Venoms out, if for nothing else to see where modern movies got their inspiration from."""
imdb,3,stanfordnlp/imdb,,train,1815,10723,0,9,9,2,neg,single,"You know Jason, you know Freddy, and you know Leatherface. Now, get ready for: The Safety Pin Killer! That's right, in Killer Workout, a dumb slasher movie if I've ever seen one, the unseen murderer dispatches his (or her?) victims with an oversized, novelty safety pin. It is an odd choice to be sure, the kind of thing that deserves an explanation. Naturally, the movie never even attempts to clarify where the killer acquired such a thing. As the title suggests, an aerobics gym is under siege by a mad killer and everyone is a suspect. In fact, the movie gives so few clues as to the identity of the killer, just about everyone in the movie is a potential murderer until they get killed. And since just about everyone but the killer winds up dead, it's really just process of elimination. Oddly, while the entire name cast is killed off, the aerobics classes continue in earnest. In fact, nothing is capable of stopping the dancing. While three men are murdered in the next room, the workout goes on. Death isn't even a factor; one character dies, but is still seen prominently in the later workout sessions. Director David Prior knew what he was doing when named the movie Killer Workout and not Logical Workout. Cop chases, explosive tanning beds, and hundreds of shots of women's exposed flesh are thrown in for good measure. Much like the woman caught in the tanning bed, I felt very uncomfortable by the end of Killer Workout. Finally, thankfully, THE END flashed on the screen. What happened next? You got it, shots of the women working out. Not even the end of the movie can stop them!"
imdb,3,stanfordnlp/imdb,,train,1816,23212,1,9,10,2,pos,single,"Here's an excellent Barbara Stanwyck double bill on one disc. The first movie - and believe me the lesser of the two - is MGM's ""To Please A Lady"" (1950) in which she is paired with Clark Gable. It is essentially a star vehicle with Gable as usual dominating the film with his screen presence. Here he plays a macho racing driver who gets some bad press from feminist reporter Stanwyck and the battle of the sexes begins. Of course after much ado they eventually end up in each others arms and it all comes to a predictable and pleasing close. A bit of a fluff of a move really but Gable and Stanwyck - two icons of the Golden Age - make it watchable! But the real meat on this DVD is the second feature - a marvellous and quite unknown little thriller called JEOPARDY. Produced by MGM in 1953 this is a wonderful little gem of a movie that hasn't dated one iota! Here Stanwyck plays the wife of Barry Sullivan and mother to their young son Lee Aaker on vacation on a deserted and remote Mexican beach when suddenly tragedy strikes. A dilapidated wooden pier collapses trapping Sullivan under a heavy pylon and guess what? Yes,the tide is coming in. With not a soul in sight and unable to free him herself Stanwyck sets off by car for assistance. After driving some distance the only aid she can muster comes from an unscrupulous escaped convict (Ralph Meeker) who - in return for his help - wants more from her than money or a change of clothes (""I'll do anything to save my husband""). Does she or doesn't she??. Meeker runs away with the picture! He turns in quite a brilliant performance! Once he comes into the film you simply cannot take your eyes off him! An actor in the smouldering Brando style he surprisingly never made much of his career in films. Although he gave splendid performances as the unsavoury, disgraced cavalry officer in the outstanding Mann/Stewart western ""Naked Spur"" (1953) and as one of the doomed sacrificial french troopers in Stanley Kubrick's powerful WW1 drama ""Paths Of Glory"" (1957) his only real claim to fame was as Mike Hammer in Mickey Spillane's ""Kiss Me Deadly"" in 1955. His performance in ""Jeopardy"" should have done wonders for him but he had only a so-so career in films. He died in 1988. Because of this release ""Jeopardy"" can now proudly take its rightful place as a classic noir. A memorable, taut and exciting thriller thanks to fine performances, tight direction by John Sturges, the crisp Monochrome Cinematography of Victor Milner and an atmospheric score by Dimitri Tiomkin. Extras, however are no great shakes except for a radio version of ""Jeopardy"" and trailers for both movies. This disc is also part of a Barbara Stanwyck box set celebrating her centenary. Hard to believe that the lady would be over 100 years old if she was still around! JEOPARDY - an MGM winner!"
imdb,3,stanfordnlp/imdb,,train,1817,1384,0,9,9,2,neg,single,"Edward Montagne's Tattooed Stranger is supposed to play like a crime thriller with a little film noir mixed in for flavor. Instead, it's a poorly acted, witless look into low budget and uninspired film making. The plot is absurd and the acting excruciatingly stiff and amateurish. John Miles, who had a rather thin resume in the industry, grins and guffaws throughout, and everyone else acts with the same verve as characters in a government-made filmstrip about driver safety. The movie anticipates shows like 'Leave it to Beaver' and 'Father Knows Best' in its unnaturally wholesome view of New York in 1950. Why, the viewer doesn't even get to see anyone light up a cig until some shapely woman is interviewed in a flophouse halfway through the movie. The only thing the movie has going for it (besides its brevity) is the excellent location shots coordinated by William Steiner. The low budget of the film works in the cinematographer's favor, as the viewer is treated to well-framed shots of New York City's interiors and expansive exteriors. Unless you wish to enjoy the film for the choice of settings and camera angles, I suggest watching practically any other movie."
imdb,3,stanfordnlp/imdb,,train,1818,15619,1,9,10,2,pos,single,"This show was absolutely great, and I always look forward to watching it.All the characters were funny and awesome in their own way, each and every episode provided non-stop laughter, and it was completely entertaining and different from a lot of other shows.Everybody was just absolutely insane and breathtakingly funny, that you couldn't help but love this show.There were a few dead weight episodes, but That '70s Show always managed to create some kind of likable atmosphere, to where it just really didn't matter.This was one of the best shows to ever be aired, and I will watch this show anytime I can, for it never gets old, never gets unfunny, and never gets uninteresting."
imdb,3,stanfordnlp/imdb,,train,1819,12874,1,9,10,2,pos,single,"A series of random, seemingly insignificant thefts at her sister's boarding house has Miss Lemon quite agitated. A ring, light bulbs, a rucksack, a lighter, a stethoscope, a shoe  there seems to be no rhyme or reason to any of it. Miss Lemon asks her employer, the great Belgian detective Hercule Poirot, to look into the matter. But what Poirot sees is something far more sinister than Miss Lemon could have imagined. And Poirot's fears are confirmed when one of the students living in the boarding house if found murdered. It's up to Poirot to bring a killer to justice. Hickory Dickory Dock is a solid, but not spectacular, entry in the long running Poirot series. I appreciate how faithful the script is to Agatha Christie's original story. I realize that certain liberties had to be taken, but I appreciate the effort nonetheless. The major points of the mystery are all there  the petty thefts, the boarding house, the students, the ripped rucksack, and, of course, Poirot's ability to see something sinister going on before it actually happens. With a few exceptions, the cast of students is almost as I pictured them. Damian Lewis and Jessica Lloyd standout among the group. As mush as I always enjoy David Suchet's Poirot, I get a real kick out of the episodes with Phillip Jackson's Inspector Japp and Pauline Moran's Miss Lemon. This episode is a real treat as Miss Lemon gets more screen time than usual. Finally, I enjoyed the use of the ever present mouse as an observer of the activities in the hostel. It's a fun little play on the Hickory Dickory Dock title. I realized while re-watching Hickory Dickory Dock just what a tremendous influence Agatha Christie's work was on the highly stylized Italian mystery films, or Gialli, of the 60s and 70s. Take the murder of Mrs. Nicoletis as an example. If you were to bump up the graphic nature of the scene, you would have something straight out of an early 70s Giallo. In fact, the entire plot of Hickory Dickory Dock could have been used in a Giallo. It's just convoluted and interesting enough to have worked."
imdb,3,stanfordnlp/imdb,,train,1820,8370,0,9,9,2,neg,single,"After reading the previous comments, I'm just glad that I wasn't the only person left confused, especially by the last 20 minutes. John Carradine is shown twice walking down into a grave and pulling the lid shut after him. I anxiously awaited some kind of explanation for this odd behavior...naturally I assumed he had something to do with the evil goings-on at the house, but since he got killed off by the first rising corpse (hereafter referred to as Zombie #1), these scenes made absolutely no sense. Please, if someone out there knows why Carradine kept climbing down into graves -- let the rest of us in on it!! All the action is confined to the last 20 minutes so I'll attempt a synopsis. John Carradine comes out to the cemetery to investigate, and is throttled by Zombie #1. So far, so good. But then we get the confusing scene where John Ireland and Jerry Strickler, out for a little moonlight filming in the graveyard, discover Carradine's dead body. Strickler repeatedly tries to push Ireland into the open grave from whence Zombie #1 had emerged, but Ireland succeeds in flipping him into the open grave instead, and PRESTO! Strickler comes out as Zombie #2! Yeah, I guess we can infer that Strickler was dead all-along (a witch?), but why he changed from normal appearance into rotting-flesh version by flying into Zombie #1's grave is never explained. (Considering how excruciatingly slow-moving these zombies are, I'd of thought he would have preferred to stay in his ""normal"" form until his business was concluded). This scene also brings a question to mind -- just who the heck IS Zombie #1 ??? We can only assume Zombie #1 is one of the original murder victims shown during the movie's opening credits, but who knows which one, nor why he has a particular grudge against the film crew. Anyway, after Ireland sees this transformation and runs away, we see the EXACT SAME SHOT of Zombie #2 shambling through the trees as we saw for Zombie #1. (This leads to momentary confusion over just how MANY zombies there really are). Then in best 1950's horror-movie fashion Ireland manages to trip while fleeing. He conveniently knocks his head on the small headstone of Faith Domergue's dead cat (wasn't that nice of John Carradine to chisel a tombstone for a cat that he barely knew?) Meanwhile, Zombie #1 has been wrecking havoc up at the house. He easily dispatches three film-crew members, then starts up the stairs. Faith Domergue hears him, and thinking it's lover John Ireland back from his night-shoot, goes out. Upon seeing it's only Zombie #1, she lets out a scream and retreats into a bedroom where she retrieves Ireland's revolver. While starlet Carole Wells is showering at this point and can't hear the scream, her co-star Charles Macauley (who's boozing and hamming it up at a mirror in his bedroom) does. Taking his sweet time (and only after some more swigs from his hip-flask) he finally decides to investigate. (One thing that strikes the viewer during the last quarter of this movie is how SLOW TO REACT the stars are to screams and gunshots). Domergue comes back out into the hallway armed and ready, but mistakes Macauley for Zombie #1 and shoots him six times! He does a nice acrobatic flip over the railing, then a horrified Domergue backs up, right into the waiting arms of Zombie #1. Carole Wells is by now out of her shower and drying off when she hears gunshots and Domergue's screams; she too feels no great urgency in running out to investigate. So during this time Zombie #1 has time to string Domergue up from the neck with a rope. Wells sees Domergue's hanging corpse and faints dead-away. The next time we see her is in a stream outside the house (???) -- but more on that later. Meantime, Ireland has recovered his senses and stumbles into the house where he discovers Zombie #1's bloody carnage. Though Ireland has just stumbled upon 3 murdered people he's more concerned that his film has been exposed and ruined! Mercifully for him (and the audience), Zombie #1 throws some movie equipment down on his head from the 2nd floor. That's the last we see of Zombie #1. At this point the audience is treated to a montage of all the deaths, showing that the new ones ""mirror"" the old ones. How profound. Zombie #2, meanwhile, has gotten near the house (remember, these zombies move as slow as molasses in January) where he happens to see Carole Wells floating by in a stream, and fishes her out. How did she get there? Did Zombie #1 carry her down, throw her in, then zoom back upstairs just in time to crush John Ireland? Apparently one of the original victims was drowned in the tub, so Wells has to drown too (but why outside in a stream, instead of in the tub, is never explained). Zombie #2 never makes it into the house himself (everyone's dead by now, anyways, thanks to Zombie #1) but instead he carries Carol Wells back to the graveyard. As the end credits flash on screen, we see Zombie #2 with his dead love still in his arms, descending into the open grave. The viewer is left wondering: Yes, but wasn't this Zombie #1's grave? Why is Zombie #2 taking up residence? And what if Zombie #1 comes along and wants to climb back in -- is Zombie #2 gonna let him, or will there be a zombie fight? Will the zombies share both the grave and the newly deceased Carole Wells? And what about now-dead John Carradine -- where's he gonna stay? After all, from the earlier scenes we know he's clearly at home in the grave... If this plot synopsis of the finale has left you confused, don't worry cause you're not alone."
